text,blanks
"My guilty pleasure movie is ""Ernest Saves ______.""",1
"My life's not the best, but at least I'm not ______.",1
"My new favorite drink is called ""______."" It's better than it sounds.",1
"My new favorite holiday is National ______ Day.",1
"My parents threatened to disown me after seeing my Facebook status about ______.",1
"My sex bot is fully equipped. It's modeled after ______ and is capable of ______.",2
"My survival shelter is fully stocked with 5 years of non-perishable food, ______, and the collected works of Ayn Rand.",1
"NASA has announced the discovery of seven planets orbiting Trappist-1, all of which are potentially suitable for ______.",1
"New phone. Who dis?",1
"Newly released documents finally confirm that ______ was responsible for assassinating JFK.",1
"Next year, we really need to normalize ______.",1
"No matter how I die, I want my obituary to say that I was ______.",1
"Nobody expects the Spanish Inquisition! Our chief weapon is surprise. Surprise and ______.",1
"North Korea's weapons tests involving ______ have disturbed the world.",1
"Not that I'm going to start selling my body, but if I did, what could I get for it?",1
"Now is the time for our nation to unite behind ______.",1
"Of my entire collection, my most prized possession is ______.",1
"Oh great. I guess I can add ______ to my list of things to worry about.",1
"Oh, ______, I'll miss you most of all.",1
"On a long enough time scale, the survival rate of ______ drops to zero.",1
"Once I scratch ______ off my list, I can die happy.",1
"Once the estate tax is finally repealed, I stand to inherit ______.",1
"Operation ______ was a success. Time to begin Operation ______.",2
"Our army's emblem is ______. Are we the baddies?",1
"People lined up for days for the release of the final book of George R.R. Martin's ""Song of Ice and Fire"" series, ""______ of ______.""",2
"Presenting my new board game: ______. Board Game Magazine called it ""punishingly intricate.""",1
"President Trump decried CNN as ""fake news"" after they accurately reported that he was ______.",1
"President Trump has us all longing for ______.",1
"Publishers rejected Tolkein's early draft, ""The Lord of ______.""",1
"Realizing that it's a better way to make money, Dell now sells ______.",1
"So long and thanks for ______.",1
"Some men just want to watch ______ burn.",1
"Someone is going to get rich when they invent ______.",1
"Step 1: cut a hole in a box. Step 2: put ______ in the box. Step 3: Make her open the box.",1
"Surprisingly, ______ is one of the primary requirements to be an official Disney princess.",1
"Surprisingly, ______ received over 17,000 write-in votes in this year's election.",1
"Thanks to Urban Dictionary, I finally know what ______ means.",1
"That's it, folks! Another year's done. Now we'll never have to deal with ______ again.",1
"The crowd at the Rennaissance Festival was amazed when the performer managed to juggle ______, ______, and ______.",3
"The end of Marvel's cinematic empire began when they made a film featuring ______?",1
"The newest Mega-Man villian: ______-Man.",1
"The odds of an American being killed by a refugee is lower than my odds of ______.",1
"The only rules are you can't wish for more wishes, you can't bring people back from the dead, and you can't wish for ______.",1
"The person to my left and I agreed we'd never speak about  ______ after The Incident.",1
"The Pope has recently updated the requirements for sainthood, which now requires two miracles or one miracle and ______.",1
"The president's new budget calls for a massive increase in spending for ______. About time, I say!",1
"The school nurse gave me a pamplet about ______.",1
"The Venn Diagram of ______ and ______ is basically just a circle.",2
"The year is 2017. America is in under fascist occupation. Its only hope is a ragtag resistance led by ______ and ______.",2
"There is a special circle of hell reserved for those guilty of ______ and ______.",2
"There's nothing more frightening than ______.",1
"There's only one thing we say to ______: ""Not today.""",1
"There'll be fifteen minutes of kissing, fifteen minutes of teasing, fifteen minutes of squeezing, and fifteen minutes of ______.",1
"They're bringing drugs. They're bringing crimes. They're rapists. And some, I assume, are ______.",1
"This is America! You can do anything, except ______.",1
"This is fun and all, but it's not a real party until you're ______.",1
"This week on Mythbusters, Jamie and Adam test whether ______ and ______ will cause ______.",3
"This year's hottest Halloween costume is sexy version of  ______.",1
"Thousands of Native Americans have gathered to protest ______.",1
"To honor our dead, we shall have a moment of silence followed by ______.",1
"To spice up your love life, greet your lover at the door with ______ and nothing else.",1
"Today was my birthday, and the only gift I got was ______.",1
"Two things you should never be without: ______ and ______.",2
"Use protection this Valentine's Day, so you don't give birth to ______.",1
"Virtue and morality are all well and good, but they're not going to stop ______.",1
"We were all shocked that PokemonGo turned out to be more popular than ______ this summer.",1
"We were full of righteous anger and dreams of vengeance, but ______ later, and it's like nothing ever happened.",1
"Well done, son. Your reward is ______.",1
"What am I most famous for?",1
"What are Millenials killing now?",1
"What are we all going to be buried with?",1
"What can I no longer do as an adult?",1
"What did Megyn Kelly insist was white as a matter of historical fact?",1
"What did the cat destroy when she was home alone?",1
"What did the Pope recently approve of that caused the internet to rejoice?",1
"What do four out of five doctors recommend?",1
"What do I miss most about the 90s?",1
"What does my typical morning routine include?",1
"What done killed my pa?",1
"What finally broke the Little Engine That Could?",1
"What happened last night in Sweden?",1
"What is best in life?",1
"What is Donald Trump's Secret Service code name?",1
"What is good and right in this world?",1
"What is it about the person to my right that I find irresistable?",1
"What is keeping George RR Martin from finishing the next Song of Ice and Fire book?",1
"What is the only Joss Whedon show Fox wouldn't cancel?",1
"What keeps me up at night?",1
"What loot do I drop if you kill me?",1
"What made America great the first time?",1
"What makes white people riot?",1
"What miracle cure was discovered for the Zika virus?",1
"What really caused the Great Chicago Fire?",1
"What really needs a sequel?",1
"What should I bring into the bedroom to spice things up?",1
"What should I give up for my New Year's Resolution?",1
"What should I start doing as my New Year's Resolution?",1
"What should we do tonight? Netflix and ______?",1
"What tattoo am I desperately hiding from you all?",1
"What was the straw that broke the camel's back?",1
"What would I only reveal under intense interrogation?",1
"What would I summon Mr. Meeseeks to help me with?",1
"What would you put in a pentagram to summon me?",1
"What's behind curtain Number 3!",1
"What's ISIS taking credit for now?",1
"What's keeping George R.R. Martin from finishing the next Song of Ice and Fire book?",1
"What's keeping the Left up at night?",1
"What's making life awesome at the nudist colony?",1
"What's my dream job?",1
"What's my favorite racial slur from the 23rd Century?",1
"What's my favorite white card?",1
"What's my guilty pleasure?",1
"What's my newest hobby?",1
"What's my prime directive?",1
"What's my prison nickname?",1
"What's my recurring nightmare?",1
"What's my signature sex move?",1
"What's the first thing I want when I get out of prison?",1
"What's the hill I'm going to die on?",1
"What's the latest bogeyman to frighten the Republican base?",1
"What's the manliest?",1
"What's the only thing that the person on my right and I agree on?",1
"What's the stupidest way we could all die?",1
"What's the subject of Lin Manuel Miranda's latest hip-hop musical?",1
"What's the title of my sex tape?",1
"What's the true meaning of ""covfefe""?",1
"What's the worst part about turning 30?",1
"When I am king, ______ will be first against the the wall.",1
"When I became a superhero, I never expected my one weakness would be ______.",1
"When it comes to politics, I'm a one-issue voter and that issue is ______.",1
"When it comes to ______, Matt is ranked 9th nationally.",1
"When you get right down to it, ______ is just another name for ______.",2
"Where Jackie Chan at?",1
"Who is this ""Rorschach"" guy and why does he keep painting pictures of ______?",1
"Who wants to hit this?",1
"Who's my emergency contact?",1
"Whosoever, be he worthy, shall have the power of ______.",1
"Why can't we have nice things?",1
"Why did I call off work?",1
"Why does future-me wear an eyepatch?",1
"Why is everything so complicated with ______?",1
"Why is my cat sad?",1
"Why was I put on this Earth?",1
"With Confederate flags finally coming down across the country, southerners are now rallying around ______.",1
"With great power comes ______.",1
"With my last breath, I curse ______!",1
"Without ______, I am utterly and completely alone.",1
"Would you put ______ under ""experience"" or ""special skills""?",1
"You know what goes shockingly well together? ______ and ______.",2
"You think your life is bad? How’d you like to be ______?",1
"You wouldn't like me when I'm ______.",1
"You wouldn't steal a car, would you? Then why would you steal ______?",1
"You're giving me an intervention!? What's this about? ______?",1
"Your marriage is a sham! He's only with you for ______!",1
"[Drake rejects]: ______. [Drake approves]: ______.",2
"[[3]]When I find a genie, what will my three wishes be?",1
"______ 2: Electric Boogaloo.",1
"______ and ______? Now that's a buddy comedy I'd watch!",2
"______ can't melt steel beams.",1
"______ is a God-ordained miracle!",1
"______ is a million times cooler than anything Mike Pence has done in his entire life.",1
"______ is a myth perpetuated by China.",1
"______ is a rare and beautiful thing that should be cherished.",1
"______ is a recipe for comedy gold!",1
"______ is going on my Murtaugh List.",1
"______ is the best thing to ever happen to me.",1
"______ is the last refuge of the scoundrel.",1
"______ is the reason for every time I've ever gotten laid.",1
"______ is trending now, because it's been that kind of year.",1
"______ is truly one of mankind's greatest weaknesses.",1
"______ makes Saw 5 look like The Notebook.",1
"______ was the first casualty of the apocalypse.",1
"______, being necessary to the security of a free state, the right of the people to keep and bear ______ shall not be infringed.",2
"______. Cause this is America!",1
"______. Is that a sex thing?",1
"______. New improv troupe name. Called it!",1
"______. That's right. Shit got real.",1
"______. Well that's was anticlimatic.",1
"______: A Netflix Original.",1
"______: completely understandable but still a bad idea.",1
"______: practically free, infinitely useful.",1
"______: that's the dream.",1
"______: the struggle is real.",1
"______: there's got to be a better way!",1
"______: Third World Problem.""",1
"______? That's a paddlin'.",1
"______? What's the worst that could happen?",1
"______? ______? ______? Fuck 2016!",3
