text,blanks
"Remember, ______ is never funny. Unless it involves ______.",2
"Rules to raising a mogwai: never feed it after midnight, never get it wet, and never give it ______.",1
"Science has discovered that beyond the edges of the universe, there is only ______.",1
"Scientists have now found what makes up 99% of the matter in our universe: ______.",1
"Scientists have reverse engineered alien technology that unlocks the secrets of ______.",1
"Sesame Street really went downhill after Big Bird and Elmo had to confront ______.",1
"Silly rabbit, ______ are for kids!",1
"Something you should regret, but secretly don't.",1
"Sometimes you feel like ______, sometimes you don't.",1
"Sticks and stones may break my bones, but ______ will never hurt me.",1
"The 1030s were a much simpler time, before ______.",1
"The best Christmas present my grandma ever gave me was ______.",1
"The best part of waking up is ______ in your cup!",1
"The best things in life come in ______.",1
"The clown made all the children laugh with his balloon animal in the shape of ______.",1
"The craziest thing Ozzy Osbourne snorted.",1
"The Japanese government spent billions of yen researching ______.",1
"The latest internet viral videos contain ______, ______, and ______.",3
"The new hip trend at craft bars is vodka infused with ______.",1
"The new version of Dungeons and Dragons makes ______ a playable race.",1
"The next episode of Epic Meal Time will feature cooking ______. And bacon. Lots and lots of bacon.",1
"The next ice cream flavour from Ben & Jerry's.",1
"The only problem with ______ is that there isn't enough ______ in it.",2
"The only things you need to survive a zombie apocalypse are ______ and ______.",2
"The only way to defeat ______ is with ______.",2
"The only way to end a perfect day is ______.",1
"The power of love is useless against ______.",1
"The President is currently under fire from the opposing party for his ""extremist stance"" on ______.",1
"The real reason I've gathered you all together today.",1
"The reason there are no more Bigfoot around anymore is because of ______.",1
"The regret of realizing you just tattooed ______ on your left buttcheek.",1
"The richest man is not he who has the most, but he who has the most ______.",1
"The road to hell is paved with ______.",1
"The road to success is paved with ______.",1
"The sad truth is, at the edge of the universe, there is nothing but ______.",1
"The sex party ended up at the hospital when Bob had to have ______ surgically removed from his colon.",1
"The theme for our senior prom will be ______.",1
"The theme for this year's Halloween party is ______.",1
"There are some things money can't buy. For everything else there's ______.",1
"There are two types of people: Those who like ______, and fucking liars.",1
"There is a time for peace, a time for war, and a time for ______.",1
"There is no such thing as a dumb question. Unless it's a question about ______.",1
"There's no crying in ______.",1
"There's no such thing as ______.",1
"They found ______ in the dumpster behind the abortion clinic.",1
"This decade will be regarded as the golden age of ______.",1
"This one time, at band camp, I walked in on the tuba players ______.",1
"This Thanksgiving, I'm most thankful for ______.",1
"Time travel is now possible! Unfortunately it involves ______ to work.",1
"To the man who only has ______, everything he encounters begins to look like ______.",2
"Two items on my bucket list: getting ______ and seeing ______.",2
"Two things you need to survive on a deserted island.",1
"Using your training with ______ to defeat ______.",2
"Warning: This product contrains trace amounts of ______.",1
"Watson! Holmes exclaimed, ""This man was obviously killed by ______!""",1
"We're off to see the Wizard! The wonderful wizard of ______!",1
"What do the Amish really need?",1
"What I wouldn't give for ten minutes alone with ______&acirc;&euro;&brvbar;",1
"What was Abraham Lincoln's deep, dark secret?",1
"What was in my birthday pi&Atilde;&plusmn;ata?",1
"What will be our last chance for salvation when our new robot overlords take over?",1
"What's inside my white, windowless van?",1
"What's the most effective form of birth control?",1
"What's the reason we can't have nice things?",1
"When a man and a woman love each other very much, suddenly ______.",1
"When I get drunk, I feel that I am an expert on ______.",1
"When I get old, I plan on talking to children about ______ just to make them uncomfortable.",1
"When life gives you ______, make ______.",2
"When the machines rise up against us, ______ is our only salvation.",1
"Will Smith has relaunched himself as the Fresh Prince of ______.",1
"Wonder Twin powers, activate! Shape of ______. Form of ______.",2
"Yay! A time machine! Now we can prevent ______ from existing!",1
"Yeah! There were horses and a man on fire and I killed a man with ______!",1
"______ + ______ = happiness.",2
"______ - all the cool kids are doing it.",1
"______ a day, keeps ______ away.",2
"______ ain't nothin' to fuck with.",1
"______ for women.",1
"______ gives a whole new meaning to ______.",2
"______ in the morning, sailors take warning.",1
"______ is a classic case of ______.",2
"______ is a shunned behavior that should be socially acceptable.",1
"______ is a time-saving godsend for busy housewives.",1
"______ is best enjoyed on the first date.",1
"______ is dead to me.",1
"______ is nothing ______ can't fix.",2
"______ is now outsourced to call centers in India.",1
"______ is probably the best band name ever.",1
"______ is the name of my new indie black metal emo jazz post-dubstep funk band.",1
"______ is the new black.",1
"______ isn't about sex, it's about power.",1
"______ means never having to say you're sorry.",1
"______ tatstes like a chocolate milkshake, only crunchy!",1
"______ vs. ______: The new SyFy Original movie.",2
"______, fun for the whole family!",1
______.com.,1
"______: #1 toothpaste flavor recommended by dentists.",1
"______: it's magically delicious!",1
"______: The Other White Meat.",1
