text
"A Eastern dwarf mongoose"
"A Eastern fox squirrel"
"A Eastern grey kangaroo"
"A Eastern indigo snake"
"A Eastern quoll"
"A Eastern white pelican"
"A Egyptian cobra"
"A Egyptian goose"
"A Egyptian viper"
"A Egyptian vulture"
"A Elegant crested tinamou"
"A Emerald green tree boa"
"A Emerald-spotted wood dove"
"A Emu"
"A Eurasian badger"
"A Eurasian beaver"
"A Eurasian hoopoe"
"A Eurasian red squirrel"
"A Euro wallaby"
"A European badger"
"A European beaver"
"A European red squirrel"
"A European shelduck"
"A European spoonbill"
"A European stork"
"A European wild cat"
"A Fairy penguin"
"A Fat-tailed dunnart"
"A Feathertail glider"
"A Feral rock pigeon"
"A Ferruginous hawk"
"A Field flicker"
"A Fisher"
"A Flightless cormorant"
"A Fork-tailed drongo"
"A Four-horned antelope"
"A Four-spotted skimmer"
"A Four-striped grass mouse"
"A Frilled dragon"
"A Frilled lizard"
"A Fringe-eared oryx"
"A Galah"
"A Galapagos albatross"
"A Galapagos dove"
"A Galapagos hawk"
"A Galapagos mockingbird"
"A Galapagos penguin"
"A Galapagos sea lion"
"A Galapagos tortoise"
"A Gambel's quail"
"A Gaur"
"A Gelada baboon"
"A Gemsbok"
"A Genoveva"
"A Gerenuk"
"A Giant anteater"
"A Giant armadillo"
"A Giant girdled lizard"
"A Giant heron"
"A Giant otter"
"A Gila monster"
"A Giraffe"
"A Glossy ibis"
"A Goanna lizard"
"A Golden brush-tailed possum"
"A Golden eagle"
"A Golden jackal"
"A Golden-mantled ground squirrel"
"A Goliath heron"
"A Grant's gazelle"
"A Gray duiker"
"A Gray heron"
"A Gray langur"
"A Gray rhea"
"A Great cormorant"
"A Great egret"
"A Great horned owl"
"A Great kiskadee"
"A Great skua"
"A Great white pelican"
"A Greater adjutant stork"
"A Greater blue-eared starling"
"A Greater flamingo"
"A Greater kudu"
"A Greater rhea"
"A Greater roadrunner"
"A Greater sage grouse"
"A Green heron"
"A Green vine snake"
"A Green-backed heron"
"A Green-winged macaw"
"A Green-winged trumpeter"
"A Grey fox"
"A Grey heron"
"A Grey lourie"
"A Grey mouse lemur"
"A Grey phalarope"
"A Grey-footed squirrel"
"A Greylag goose"
"A Griffon vulture"
"A Grison"
"A Grizzly bear"
"A Ground legaan"
"A Groundhog"
"A Guanaco"
"A Guerza"
"A Hanuman langur"
"A Harbor seal"
"A Hawk-headed parrot"
"A Helmeted guinea fowl"
"A Herring gull"
"A Hippopotamus"
"A Hoary marmot"
"A Hoffman's sloth"
"A Honey badger"
"A Horned lark"
"A Horned puffin"
"A Horned rattlesnake"
"A Hottentot teal"
"A House crow"
"A House sparrow"
"A Hudsonian godwit"
"A Huron"
"A Hyrax"
"A Ibex"
"A Impala"
"A Indian giant squirrel"
"A Indian jackal"
"A Indian leopard"
"A Indian mynah"
"A Indian peacock"
"A Indian porcupine"
"A Indian red admiral"
"A Indian star tortoise"
"A Indian tree pie"
"A Jabiru stork"
"A Jaguar"
"A Jaguarundi"
"A Japanese macaque"
"A Javan gold-spotted mongoose"
"A Javanese cormorant"
"A Jungle cat"
"A Jungle kangaroo"
"A Kaffir cat"
"A Kafue flats lechwe"
"A Kalahari scrub robin"
"A Kelp gull"
"A Killer whale"
"A King cormorant"
"A King vulture"
"A Kinkajou"
"A Kirk's dik dik"
"A Klipspringer"
"A Knob-nosed goose"
"A Koala"
"A Komodo dragon"
"A Kongoni"
"A Kori bustard"
"A Land iguana"
"A Lappet-faced vulture"
"A Large cormorant"
"A Large-eared bushbaby"
"A Laughing dove"
"A Laughing kookaburra"
"A Lava gull"
"A Leadbeateri's ground hornbill"
"A Least chipmunk"
"A Leopard"
"A Lesser double-collared sunbird"
"A Lesser flamingo"
"A Lesser masked weaver"
"A Lesser mouse lemur"
"A Levaillant's barbet"
"A Lilac-breasted roller"
"A Lily trotter"
"A Little blue penguin"
"A Little brown bat"
"A Little brown dove"
"A Little cormorant"
"A Little grebe"
"A Little heron"
"A Llama"
"A Long-billed cockatoo"
"A Long-billed corella"
"A Long-crested hawk eagle"
"A Long-finned pilot whale"
"A Long-necked turtle"
"A Long-nosed bandicoot"
"A Long-tailed jaeger"
"A Long-tailed skua"
"A Long-tailed spotted cat"
"A Madagascar fruit bat"
"A Madagascar hawk owl"
"A Magellanic penguin"
"A Magistrate black colobus"
"A Magnificent frigate bird"
"A Malabar squirrel"
"A Malachite kingfisher"
"A Malagasy ground boa"
"A Mallard"
"A Malleefowl"
"A Manatee"
"A Mandras tree shrew"
"A Mara"
"A Marabou stork"
"A Margay"
"A Marine iguana"
"A Masked booby"
"A Meerkat"
"A Mexican beaded lizard"
"A Mexican boa"
"A Mexican wolf"
"A Miner's cat"
"A Mississippi alligator"
"A Mocking cliffchat"
"A Moose"
"A Mouflon"
"A Mountain duck"
"A Mountain goat"
"A Mountain lion"
"A Mourning collared dove"
"A Mule deer"
"A Musk ox"
"A Native cat"
"A Nelson ground squirrel"
"A Neotropic cormorant"
"A Netted rock dragon"
"A Nile crocodile"
"A Nilgai"
"A Nine-banded armadillo"
"A North American beaver"
"A North American porcupine"
"A North American red fox"
"A North American river otter"
"A Northern elephant seal"
"A Northern fur seal"
"A Northern phalarope"
"A Nubian bee-eater"
"A Numbat"
"A Nyala"
"A Ocelot"
"A Olive baboon"
"A Onager"
"A Openbill stork"
"A Orca"
"A Oribi"
"A Oriental short-clawed otter"
"A Oriental white-backed vulture"
"A Ornate rock dragon"
"A Osprey"
"A Ostrich"
"A Ovenbird"
"A Paca"
"A Pacific gull"
"A Painted stork"
"A Pale white-eye"
"A Pale-throated three-toed sloth"
"A Pallas's fish eagle"
"A Palm squirrel"
"A Pampa gray fox"
"A Paradoxure"
"A Peregrine falcon"
"A Pied avocet"
"A Pied butcher bird"
"A Pied cormorant"
"A Pied crow"
"A Pied kingfisher"
"A Pig-tailed macaque"
"A Pine siskin"
"A Pine squirrel"
"A Plains zebra"
"A Platypus"
"A Polar bear"
"A Potoroo"
"A Prairie falcon"
"A Prehensile-tailed porcupine"
"A Pronghorn"
"A Puku"
"A Puma"
"A Puna ibis"
"A Purple grenadier"
"A Purple moorhen"
"A Pygmy possum"
"A Raccoon dog"
"A Racer snake"
"A Radiated tortoise"
"A Rainbow lory"
"A Red and blue macaw"
"A Red brocket"
"A Red deer"
"A Red hartebeest"
"A Red howler monkey"
"A Red kangaroo"
"A Red lava crab"
"A Red meerkat"
"A Red phalarope"
"A Red sheep"
"A Red squirrel"
"A Red-billed buffalo weaver"
"A Red-billed hornbill"
"A Red-billed toucan"
"A Red-billed tropic bird"
"A Red-breasted cockatoo"
"A Red-breasted nuthatch"
"A Red-capped cardinal"
"A Red-cheeked cordon bleu"
"A Red-headed woodpecker"
"A Red-knobbed coot"
"A Red-legged pademelon"
"A Red-necked phalarope"
"A Red-necked wallaby"
"A Red-shouldered glossy starling"
"A Red-tailed cockatoo"
"A Red-tailed hawk"
"A Red-tailed phascogale"
"A Red-tailed wambenger"
"A Red-winged blackbird"
"A Reindeer"
"A Rhesus macaque"
"A Rhesus monkey"
"A Richardson's ground squirrel"
"A Ring dove"
"A Ring-necked pheasant"
"A Ring-tailed coatimundi"
"A Ring-tailed gecko"
"A Ring-tailed lemur"
"A Ring-tailed possum"
"A Ringtail"
"A Ringtail cat"
"A River wallaby"
"A Roan antelope"
"A Rock dove"
"A Roe deer"
"A Rose-ringed parakeet"
"A Roseat flamingo"
"A Roseate cockatoo"
"A Royal tern"
"A Rufous tree pie"
"A Rufous-collared sparrow"
"A Russian dragonfly"
"A Sable antelope"
"A Sacred ibis"
"A Saddle-billed stork"
"A Sage grouse"
"A Sage hen"
"A Sally lightfoot crab"
"A Salmon pink bird eater tarantula"
"A Sambar"
"A Sandhill crane"
"A Sarus crane"
"A Savanna baboon"
"A Savanna fox"
"A Savannah deer"
"A Scaly-breasted lorikeet"
"A Scarlet macaw"
"A Scottish highland cow"
"A Secretary bird"
"A Serval"
"A Seven-banded armadillo"
"A Short-beaked echidna"
"A Short-nosed bandicoot"
"A Sidewinder"
"A Silver gull"
"A Silver-backed fox"
"A Silver-backed jackal"
"A Slender loris"
"A Slender-billed cockatoo"
"A Sloth bear"
"A Small Indian mongoose"
"A Small-clawed otter"
"A Small-spotted genet"
"A Small-toothed palm civet"
"A Smith's bush squirrel"
"A Snake-necked turtle"
"A Snow goose"
"A Snowy egret"
"A Snowy owl"
"A Snowy sheathbill"
"A Sociable weaver"
"A Sockeye salmon"
"A South African hedgehog"
"A South American puma"
"A South American sea lion"
"A Southern black-backed gull"
"A Southern boubou"
"A Southern brown bandicoot"
"A Southern elephant seal"
"A Southern ground hornbill"
"A Southern hairy-nosed wombat"
"A Southern lapwing"
"A Southern right whale"
"A Southern screamer"
"A Southern sea lion"
"A Southern tamandua"
"A Southern white-crowned shrike"
"A Spectacled caiman"
"A Sportive lemur"
"A Spotted deer"
"A Spotted hyena"
"A Spotted wood sandpiper"
"A Spotted-tailed quoll"
"A Springbok"
"A Springbuck"
"A Springhare"
"A Spur-winged goose"
"A Square-lipped rhinoceros"
"A Squirrel glider"
"A Stanley bustard"
"A Stanley crane"
"A Steenbok"
"A Steenbuck"
"A Steller sea lion"
"A Steller's sea lion"
"A Stick insect"
"A Stone sheep"
"A Striated heron"
"A Striped dolphin"
"A Striped hyena"
"A Striped skunk"
"A Sugar glider"
"A Sulfur-crested cockatoo"
"A Sun gazer"
"A Superb starling"
"A Suricate"
"A Swainson's francolin"
"A Swallow-tail gull"
"A Swamp deer"
"A Tailless tenrec"
"A Tammar wallaby"
"A Tarantula"
"A Tasmanian devil"
"A Tawny eagle"
"A Tawny frogmouth"
"A Tayra"
"A Thirteen-lined squirrel"
"A Thomson's gazelle"
"A Three-banded plover"
"A Tiger"
"A Tiger cat"
"A Tiger snake"
"A Timber wolf"
"A Toddy cat"
"A Tokay gecko"
"A Topi"
"A Tree porcupine"
"A Tropical buckeye butterfly"
"A Trumpeter swan"
"A Tsessebe"
"A Turkey vulture"
"A Two-banded monitor"
"A Two-toed sloth"
"A Two-toed tree sloth"
"A Tyrant flycatcher"
"A Uinta ground squirrel"
"A Urial"
"A Verreaux's sifaka"
"A Vervet monkey"
"A Vicuna"
"A Violet-crested turaco"
"A Violet-eared waxbill"
"A Warthog"
"A Water legaan"
"A Water moccasin"
"A Water monitor"
"A Wattled crane"
"A Waved albatross"
"A Weeper capuchin"
"A Western bearded dragon"
"A Western grey kangaroo"
"A Western lowland gorilla"
"A Western patch-nosed snake"
"A Western pygmy possum"
"A Western spotted skunk"
"A Whip-tailed wallaby"
"A White rhinoceros"
"A White spoonbill"
"A White stork"
"A White-bellied sea eagle"
"A White-browed owl"
"A White-browed sparrow weaver"
"A White-cheeked pintail"
"A White-faced tree rat"
"A White-faced whistling duck"
"A White-fronted bee-eater"
"A White-fronted capuchin"
"A White-headed vulture"
"A White-lipped peccary"
"A White-mantled colobus"
"A White-necked raven"
"A White-necked stork"
"A White-nosed coatimundi"
"A White-rumped vulture"
"A White-tailed deer"
"A White-tailed jackrabbit"
"A White-throated kingfisher"
"A White-throated monitor"
"A White-throated robin"
"A White-throated toucan"
"A White-winged black tern"
"A White-winged dove"
"A White-winged tern"
"A Wild boar"
"A Wild turkey"
"A Wild water buffalo"
"A Wolf spider"
"A Wood pigeon"
"A Woodchuck"
"A Woolly-necked stork"
"A Woylie"
"A Yak"
"A Yellow baboon"
"A Yellow mongoose"
"A Yellow-bellied marmot"
"A Yellow-billed hornbill"
"A Yellow-billed stork"
"A Yellow-brown sungazer"
"A Yellow-crowned night heron"
"A Yellow-headed caracara"
"A Yellow-necked spurfowl"
"A Yellow-rumped siskin"
"A Yellow-throated sandgrouse"
"A Zorilla"
"An Aardwolf"
"An African black crake"
"An African buffalo"
"An African bush squirrel"
"An African clawless otter"
"An African darter"
"An African elephant"
"An African fish eagle"
"An African jacana"
"An African lion"
"An African lynx"
"An African pied wagtail"
"An African polecat"
"An African porcupine"
"An African red-eyed bulbul"
"An African skink"
"An African wild cat"
"An African wild dog"
"An Agile wallaby"
"An Agouti"
"An Alpaca"
"An American alligator"
"An American badger"
"An American beaver"
"An American bighorn sheep"
"An American bison"
"An American black bear"
"An American buffalo"
"An American crow"
"An American marten"
"An American racer"
"An American Virginia opossum"
"An American woodcock"
"An Andean goose"
"An Antelope ground squirrel"
"An Arboral spiny rat"
"An Arctic fox"
"An Arctic ground squirrel"
"An Arctic hare"
"An Arctic lemming"
"An Arctic tern"
"An Argalis"
"An Asian elephant"
"An Asian false vampire bat"
"An Asian foreset tortoise"
"An Asian lion"
"An Asian openbill"
"An Asian red fox"
"An Asian water buffalo"
"An Asian water dragon"
"An Asiatic jackal"
"An Asiatic wild ass"
"An Australian brush turkey"
"An Australian magpie"
"An Australian masked owl"
"An Australian pelican"
"An Australian sea lion"
"An Australian spiny anteater"
"An Azara's zorro"
